field,x,y,farmer,year,prev_year,yld,prev_yld,aa_n,prev_aa_n,aspect_rad,slope,elev,tpi,prec_cy,prec_py,gdd_cy,gdd_py,veg_cy,veg_py,veg_2py
minnie,537265.210925068,5305819.65512763,wood,2016,2015,35.28,26.61,50.7827,,1.45927,1.80318,846.694,0.522151,79,347,573,2175.25,0.373215,0.669649,0.310851
minnie,537265.210925068,5305829.65512763,wood,2016,2015,39.64,27.16,50.7827,,1.54275,2,846.678,0.535806,79,347,573,2175.25,0.372897,0.651891,0.322604
minnie,537265.210925068,5305839.65512763,wood,2016,2015,39.94,24.01,50.7827,,1.48402,1.95079,846.676,0.56345,79,347,573,2175.25,0.372897,0.651891,0.322604
minnie,537265.210925068,5305809.65512763,wood,2016,2015,30.68,25.72,52.2574,,1.44968,1.95053,846.742,0.539402,79,347,573,2175.25,0.373215,0.669649,0.310851
minnie,537275.210925068,5305949.65512763,wood,2016,2015,42.86,26.94,51.0786,,1.5357,1.9516,846.01,0.509679,80,360,569.5,2169.5,0.328905,0.739181,0.210939
minnie,537265.210925068,5306139.65512763,wood,2016,2015,38.71,,50.139,,1.65475,2,846.373,0.479005,80,360,569.5,2169.5,0.39257,0.691063,0.318367
minnie,537415.210925068,5305829.65512763,wood,2016,2015,33.02,32.05,81.8343,,4.49316,1,845.183,0.54781,79,347,573,2175.25,0.326128,0.757357,0.268993
minnie,537405.210925068,5305829.65512763,wood,2016,2015,37.35,28.65,81.8343,,4.54277,1,844.941,0.554725,79,347,573,2175.25,0.335549,0.75724,0.257164
minnie,537395.210925068,5305839.65512763,wood,2016,2015,24.98,37.91,53.055,,4.6972,1,844.773,0.49418,79,347,573,2175.25,0.335549,0.75724,0.257164
minnie,537315.210925068,5305909.65512763,wood,2016,2015,29.81,29.48,50.7109,,1.58535,1,844.992,0.432154,79,347,573,2175.25,0.349583,0.732477,0.216506
minnie,537315.210925068,5305929.65512763,wood,2016,2015,35.28,26.13,53.7143,,1.88824,1,845.037,0.448028,79.1967,349.557,572.311,2174.12,0.329409,0.71591,0.207336
minnie,537275.210925068,5305889.65512763,wood,2016,2015,36.51,30.43,52.5026,,1.57027,2,846.126,0.517286,79,347,573,2175.25,0.337524,0.724187,0.22248
minnie,537275.210925068,5305879.65512763,wood,2016,2015,34.4,34.19,52.5026,,1.51831,2,846.105,0.474118,79,347,573,2175.25,0.373496,0.76911,0.222643
minnie,537275.210925068,5305899.65512763,wood,2016,2015,38.19,27.48,51.0786,,1.43807,2,846.106,0.51813,79,347,573,2175.25,0.337524,0.724187,0.22248
minnie,537325.210925068,5305829.65512763,wood,2016,2015,35.46,,30.7066,,1.72524,1.8497,844.749,0.475853,79,347,573,2175.25,0.413163,0.795804,0.221468
minnie,537275.210925068,5306029.65512763,wood,2016,2015,33.52,26.66,21.06,,1.65578,1,845.947,0.474673,80,360,569.5,2169.5,0.368118,0.792198,0.209157
minnie,537345.210925068,5305719.65512763,wood,2016,2015,34.68,20.68,50.9144,,1.2571,2,844.403,0.543462,79,347,573,2175.25,0.333522,0.793418,0.198307
minnie,537335.210925068,5305709.65512763,wood,2016,2015,21.76,22.29,50.2918,,1.32963,2,844.678,0.556596,79,347,573,2175.25,0.333522,0.793418,0.198307
minnie,537345.210925068,5305709.65512763,wood,2016,2015,37.55,21.51,50.2918,,1.30079,2,844.524,0.605292,79,347,573,2175.25,0.333522,0.793418,0.198307
minnie,537385.210925068,5305839.65512763,wood,2016,2015,27.7,31.87,20.0534,,4.20374,1,844.466,0.439196,79,347,573,2175.25,0.365461,0.763251,0.234318
minnie,537385.210925068,5305959.65512763,wood,2016,2015,36.34,43.39,37.2109,,4.35589,0,845.04,0.462164,80,360,569.5,2169.5,0.343334,0.804278,0.233254
minnie,537275.210925068,5306099.65512763,wood,2016,2015,38.86,8.32,41.8743,,1.62954,1.9529,846.137,0.535678,80,360,569.5,2169.5,0.344511,0.788983,0.221962
minnie,537285.210925068,5306099.65512763,wood,2016,2015,37.37,21.1,41.8743,,1.61108,1.24761,845.728,0.47765,80,360,569.5,2169.5,0.344511,0.788983,0.221962
minnie,537275.210925068,5306109.65512763,wood,2016,2015,34.63,9.03,41.8743,,1.52434,1.8001,846.14,0.518726,80,360,569.5,2169.5,0.344511,0.788983,0.221962
minnie,537385.210925068,5306019.65512763,wood,2016,2015,27.99,46.45,20.9374,,3.9767,0,845.002,0.423123,80,360,569.5,2169.5,0.363095,0.820311,0.213838
minnie,537385.210925068,5305999.65512763,wood,2016,2015,24.56,37.94,18.5566,,5.13663,0.805737,845.092,0.483319,80,360,569.5,2169.5,0.361322,0.818049,0.229958
minnie,537415.210925068,5305719.65512763,wood,2016,2015,41.8,33.42,0,,3.66438,1,843.746,0.506205,79,347,573,2175.25,0.349826,0.810409,0.236618
minnie,537395.210925068,5305709.65512763,wood,2016,2015,27.74,28.98,0,,2.79364,1,843.506,0.47014,79,347,573,2175.25,0.343264,0.809136,0.224913
minnie,537305.210925068,5305679.65512763,wood,2016,2015,23.53,27.07,49.14,,2.16032,3.54619,845.858,0.848125,79,347,573,2175.25,0.335128,0.762201,0.222152
minnie,537295.210925068,5305689.65512763,wood,2016,2015,27.96,8.11,49.14,,1.94164,1.75204,846.338,0.73372,79,347,573,2175.25,0.335128,0.762201,0.222152
minnie,537305.210925068,5305689.65512763,wood,2016,2015,31.69,11.73,49.14,,1.8586,2.75169,846.041,0.726588,79,347,573,2175.25,0.335128,0.762201,0.222152
minnie,537315.210925068,5305679.65512763,wood,2016,2015,29.18,22.4,52.6257,,2.46112,2.40334,845.304,0.98654,79,347,573,2175.25,0.321474,0.755599,0.224293
minnie,537335.210925068,5306069.65512763,wood,2016,2015,40.36,40.73,24.0057,,1.40224,0,844.885,0.461562,80,360,569.5,2169.5,0.366366,0.767804,0.209048
minnie,537335.210925068,5306079.65512763,wood,2016,2015,36.39,40.34,24.0057,,1.61794,0,844.884,0.463364,80,360,569.5,2169.5,0.366366,0.767804,0.209048
minnie,537345.210925068,5306079.65512763,wood,2016,2015,22.91,40.1,24.0057,,1.69531,0,844.869,0.480438,80,360,569.5,2169.5,0.366366,0.767804,0.209048
minnie,537315.210925068,5305699.65512763,wood,2016,2015,27.13,20.64,52.6257,,1.65866,3,845.403,0.550913,79,347,573,2175.25,0.321474,0.755599,0.224293
minnie,537325.210925068,5305699.65512763,wood,2016,2015,36.17,16.61,52.6322,,1.42675,2.40309,845.08,0.474904,79,347,573,2175.25,0.321474,0.755599,0.224293
minnie,537335.210925068,5305689.65512763,wood,2016,2015,47.25,33.59,52.6322,,1.309,2,844.754,0.638865,79,347,573,2175.25,0.30538,0.746799,0.228677
minnie,537325.210925068,5305689.65512763,wood,2016,2015,60.53,32.47,52.6322,,1.42224,2.24937,845.087,0.591458,79,347,573,2175.25,0.321474,0.755599,0.224293
minnie,537355.210925068,5305699.65512763,wood,2016,2015,28.38,27.3,0,,1.30796,2,844.069,0.453875,79,347,573,2175.25,0.301065,0.74392,0.230803
minnie,537345.210925068,5305699.65512763,wood,2016,2015,30.5,25.32,51.2509,,1.45643,2,844.593,0.622135,79,347,573,2175.25,0.30538,0.746799,0.228677
minnie,537315.210925068,5305689.65512763,wood,2016,2015,35.21,28.42,52.6257,,1.70152,3,845.403,0.66565,79,347,573,2175.25,0.321474,0.755599,0.224293
minnie,537345.210925068,5305689.65512763,wood,2016,2015,33.68,33.24,51.2509,,1.49215,2,844.604,0.660549,79,347,573,2175.25,0.30538,0.746799,0.228677
minnie,537375.210925068,5305679.65512763,wood,2016,2015,29.75,24.45,50.058,,1.85819,2.38866,843.638,0.791942,79,347,573,2175.25,0.308102,0.759359,0.228956
minnie,537295.210925068,5305679.65512763,wood,2016,2015,24.14,9.93,52.6991,,2.13623,2.54654,846.177,0.773013,79,347,573,2175.25,0.335128,0.762201,0.222152
minnie,537365.210925068,5305679.65512763,wood,2016,2015,16.54,25.96,50.058,,1.33663,1.05168,844.049,0.906182,79,347,573,2175.25,0.301065,0.74392,0.230803
minnie,537355.210925068,5305679.65512763,wood,2016,2015,28.66,31.58,50.058,,1.21124,1.20549,844.201,0.893348,79,347,573,2175.25,0.301065,0.74392,0.230803
minnie,537345.210925068,5305749.65512763,wood,2016,2015,37.55,36.34,69.9057,,1.4567,1.25042,844.183,0.459676,79,347,573,2175.25,0.322887,0.781507,0.209336
minnie,537335.210925068,5305739.65512763,wood,2016,2015,28.28,34.2,50.9144,,1.34065,2,844.398,0.486854,79,347,573,2175.25,0.322887,0.781507,0.209336
minnie,537345.210925068,5305739.65512763,wood,2016,2015,37.48,32.25,50.9144,,1.37968,1.84754,844.258,0.510525,79,347,573,2175.25,0.322887,0.781507,0.209336
minnie,537365.210925068,5305689.65512763,wood,2016,2015,19.51,25.33,50.058,,0.97351,1.25147,843.875,0.468048,79,347,573,2175.25,0.301065,0.74392,0.230803
minnie,537355.210925068,5305689.65512763,wood,2016,2015,22.7,24.41,50.058,,1.28747,2,844.079,0.482502,79,347,573,2175.25,0.301065,0.74392,0.230803
minnie,537375.210925068,5305689.65512763,wood,2016,2015,25.06,26.11,50.058,,1.55228,1,843.639,0.569431,79,347,573,2175.25,0.308102,0.759359,0.228956
minnie,537265.210925068,5306059.65512763,wood,2016,2015,37.64,,27.9326,,1.59185,2,846.191,0.507439,80,360,569.5,2169.5,0.352365,0.67109,0.294685
minnie,537265.210925068,5306069.65512763,wood,2016,2015,38.28,,38.1926,,1.60175,2,846.194,0.479755,80,360,569.5,2169.5,0.338921,0.684487,0.317327
minnie,537255.210925068,5306059.65512763,wood,2016,2015,27.98,16.5,52.063,,1.72144,1,846.556,0.541156,80,360,569.5,2169.5,0.352365,0.67109,0.294685
minnie,537255.210925068,5306069.65512763,wood,2016,2015,27.89,14.4,52.063,,1.6289,1.14465,846.57,0.520359,80,360,569.5,2169.5,0.338921,0.684487,0.317327
minnie,537385.210925068,5305699.65512763,wood,2016,2015,29.53,24.97,50.058,,2.10534,1,843.481,0.440716,79,347,573,2175.25,0.308102,0.759359,0.228956
minnie,537395.210925068,5305699.65512763,wood,2016,2015,23.85,28.53,52.2002,,3.01316,1,843.322,0.406181,79,347,573,2175.25,0.316247,0.773135,0.245374
minnie,537405.210925068,5305689.65512763,wood,2016,2015,17.29,35.28,52.2002,,3.38937,1,843.301,0.522021,79,347,573,2175.25,0.316247,0.773135,0.245374
minnie,537405.210925068,5305699.65512763,wood,2016,2015,37.76,28.91,52.2002,,3.3071,1,843.328,0.415021,79,347,573,2175.25,0.316247,0.773135,0.245374
minnie,537425.210925068,5305989.65512763,wood,2016,2015,33.75,36.56,51.3205,,3.23948,1.10957,845.881,0.718356,80,360,569.5,2169.5,0.378824,0.777033,0.261624
minnie,537425.210925068,5305979.65512763,wood,2016,2015,35.79,36.13,51.3205,,3.27661,1.04964,845.648,0.561725,80,360,569.5,2169.5,0.378824,0.777033,0.261624
minnie,537425.210925068,5305959.65512763,wood,2016,2015,41.64,37.35,51.3205,,2.78742,0.400476,845.381,0.471453,80,360,569.5,2169.5,0.370041,0.762545,0.247379
